fid18,fid16,fid14,fid12
162105,162105,440354,440354
162292,162292,440579,440579
162366,162366,162366,211031
162524,162524,162524,211214
162582,162582,440988,440988
162675,162675,441117,441117
162790,162790,162790,211480
162856,162856,441394,441394
163278,163278,441972,441972
163346,163346,163346,220066
163661,163661,500145,500145
163689,163689,500175,500175
163776,163776,163776,230116
163936,163936,510167,510167
164390,164390,510820,510820
164454,164454,510899,510899
164621,164621,520048,520048
164701,164701,520159,520159
164838,164838,164838,310817
164858,164858,164858,310837
164993,164993,520527,520527
165201,165201,530183,530183
165234,165234,165234,165234
165614,165614,165614,311987
165640,165640,165640,165640
165746,165746,610313,610313
166016,166016,620248,620248
166255,166255,620546,620546
166289,166289,166289,320224
166409,166409,166409,320361
166426,166426,620761,620761
166463,166463,166463,330006
166468,166468,166468,166468
166506,166506,620855,620855
166540,166540,620900,620900
166726,166726,621104,621104
166872,166872,166872,166872
166914,166914,621330,621330
167031,167031,167031,340262
167081,167081,621552,621552
167087,167087,621558,621558
167131,167131,167131,340368
167280,167280,621799,621799
167775,167775,167775,370062
168101,168101,168101,370343
168104,168104,168104,370346
168119,168119,168119,370360
168196,168196,130281,130281
168211,168211,130299,130299
168228,168228,168228,370455
168282,168282,168282,168282
168587,168587,130793,130793
168609,168609,168609,410028
168642,168642,130858,130858
168979,168979,168979,410411
169066,169066,140345,140345
169081,169081,169081,410503
169086,169086,169086,410507
169532,169532,169532,410936
169639,169639,169639,411034
169668,169668,169668,411064
170101,170101,170101,411559
170136,170136,170136,411591
170324,170324,170324,411771
170395,170395,170395,170395
170556,170556,210932,210932
170973,170973,170973,430252
171067,171067,171067,430376
171071,171071,171071,430382
171132,171132,171132,430450
171223,171223,171223,430550
171391,171391,171391,440087
171524,171524,220162,220162
171526,171526,171526,440285
171585,171585,171585,440348
172410,172410,172410,441272
172669,172669,172669,441582
172914,172914,310530,310530
172950,172950,310590,310590
173153,173153,173153,450108
173196,173196,173196,450153
173205,173205,311002,311002
173257,173257,173257,450211
173578,173578,311773,311773
173637,173637,173637,500366
173710,173710,311969,311969
173874,173874,173874,510217
173999,173999,312399,312399
174015,174015,312421,312421
174035,174035,174035,510369
174049,174049,312468,312468
174151,174151,320029,320029
174299,174299,174299,510614
174311,174311,174311,510625
174409,174409,174409,510859
174646,174646,174646,520035
174793,174793,340151,340151
174795,174795,340154,340154
174889,174889,174889,520317
175027,175027,175027,520468
175089,175089,175089,520518
175133,175133,175133,520561
175140,175140,175140,520565
175236,175236,360103,360103
175252,175252,360125,360125
175287,175287,360172,360172
175322,175322,360208,360208
175398,175398,175398,530242
175537,175537,175537,530375
175691,175691,370281,370281
175911,175911,175911,610233
175926,175926,175926,610244
175957,175957,370574,370574
176362,176362,410297,410297
176528,176528,176528,620441
176560,176560,176560,620473
176646,176646,176646,620560
176711,176711,410718,410718
176814,176814,410841,410841
176948,176948,176948,176948
176990,176990,176990,620909
176996,176996,411031,411031
177021,177021,177021,620938
177145,177145,411206,411206
177157,177157,177157,621077
177459,177459,177459,621390
177493,177493,411672,411672
177559,177559,177559,621509
177578,177578,411778,411778
177645,177645,411873,411873
177667,177667,177667,621605
177766,177766,420265,420265
178262,178262,430491,430491
178302,178302,430545,430545
178305,178305,430548,430548
178348,178348,430620,430620
178510,178510,440212,440212
178512,178512,178512,178512
178686,178686,440430,440430
178769,178769,440531,440531
178841,178841,440621,440621
178956,178956,178956,178956
179054,179054,440929,440929
179060,179060,440935,440935
179142,179142,441063,441063
179298,179298,179298,130314
179444,179444,179444,130482
179475,179475,441564,441564
179613,179613,179613,130633
179663,179663,179663,130686
179761,179761,441938,441938
180051,180051,450293,450293
180054,180054,180054,140108
180336,180336,180336,180336
180391,180391,180391,140481
180535,180535,510272,510272
181358,181358,181358,210647
181366,181366,181366,210654
181561,181561,181561,210868
181876,181876,181876,211233
182064,182064,182064,182064
182186,182186,610223,610223
182295,182295,182295,211654
182399,182399,620108,620108
182411,182411,182411,211776
182424,182424,182424,182424
182453,182453,182453,211810
182464,182464,182464,211819
182538,182538,620253,620253
182544,182544,182544,211918
182613,182613,620340,620340
182664,182664,620415,620415
182766,182766,620538,620538
182806,182806,620587,620587
182887,182887,620704,620704
182989,182989,182989,230004
183081,183081,183081,230092
183285,183285,621151,621151
183307,183307,621186,621186
183468,183468,183468,230483
183611,183611,621567,621567
183718,183718,621692,621692
183797,183797,621801,621801
183810,183810,621816,621816
183839,183839,621855,621855
183853,183853,621872,621872
184082,184082,972352,972352
184093,184093,990260,990260
184386,184386,184386,184386
184621,184621,130155,130155
184883,184883,184883,311917
185001,185001,130658,130658
185042,185042,185042,312059
185049,185049,130716,130716
185075,185075,185075,312092
185121,185121,130813,130813
185173,185173,130875,130875
185580,185580,185580,320154
186014,186014,186014,330255
186255,186255,186255,186255
186320,186320,186320,340206
186420,186420,186420,340317
186490,186490,210149,210149
186509,186509,210169,210169
186585,186585,186585,350098
186838,186838,210643,210643
186910,186910,210753,210753
186950,186950,186950,360263
187050,187050,210914,210914
187057,187057,187057,370017
187118,187118,187118,187118
187232,187232,187232,370172
187282,187282,187282,370212
187318,187318,187318,370247
187398,187398,187398,370317
187517,187517,211513,211513
187624,187624,211665,211665
187697,187697,211767,211767
187828,187828,187828,370770
188286,188286,188286,410409
188311,188311,230039,230039
188547,188547,230330,230330
188561,188561,188561,410663
188583,188583,188583,410687
188623,188623,188623,410736
188633,188633,230434,230434
188779,188779,188779,410881
188790,188790,188790,410889
188844,188844,188844,410933
188870,188870,188870,188870
188885,188885,188885,410973
189087,189087,278601,140097
189122,189122,189122,411215
189251,189251,189251,411392
189285,189285,189285,411440
189330,189330,310276,310276
189648,189648,310879,310879
189893,189893,189893,420294
189935,189935,189935,420328
189943,189943,311471,311471
190148,190148,190148,190148
190354,190354,312125,312125
190489,190489,190489,430487
190497,190497,190497,430495
190522,190522,190522,430525
190572,190572,190572,430590
190791,190791,320211,320211
190863,190863,320302,320302
190972,190972,330046,330046
191070,191070,330191,330191
191136,191136,191136,440552
191161,191161,191161,440580
191322,191322,340163,340163
191449,191449,191449,191449
191499,191499,340382,340382
191922,191922,360305,360305
191931,191931,360317,360317
192055,192055,370115,370115
192139,192139,192139,441714
192308,192308,192308,441914
192502,192502,192502,450127
192599,192599,192599,450213
192608,192608,370776,370776
192771,192771,410167,410167
192787,192787,410185,410185
192788,192788,410187,410187
192791,192791,410192,410192
192853,192853,192853,500165
192963,192963,410400,410400
193100,193100,410549,410549
193118,193118,410568,410568
193129,193129,410579,410579
193247,193247,410742,410742
193368,193368,193368,510363
193463,193463,410979,410979
193477,193477,410993,410993
193642,193642,411184,411184
193958,193958,193958,520006
193974,193974,193974,520028
194206,194206,194206,520290
194226,194226,420068,420068
194410,194410,194410,520507
194602,194602,194602,530125
194618,194618,430266,430266
194692,194692,430385,430385
194725,194725,194725,530235
194762,194762,430473,430473
194764,194764,430475,430475
194783,194783,430498,430498
194804,194804,430529,430529
194988,194988,440120,440120
194998,194998,194998,592726
195057,195057,440260,440260
195156,195156,440382,440382
195177,195177,440405,440405
195207,195207,440436,440436
195305,195305,440559,440559
195421,195421,195421,620015
195452,195452,440763,440763
195476,195476,195476,620062
195579,195579,440942,440942
195787,195787,195787,620341
195861,195861,195861,195861
195864,195864,195864,620430
195889,195889,195889,620451
196078,196078,441674,441674
196258,196258,441919,441919
196283,196283,196283,620850
196295,196295,196295,620858
196475,196475,450185,450185
196495,196495,450206,450206
196606,196606,450340,450340
196732,196732,500187,500187
196784,196784,500286,500286
197048,197048,197048,621596
197074,197074,197074,621620
197289,197289,197289,621855
197323,197323,510567,510567
197585,197585,197585,197585
198240,198240,530198,530198
198274,198274,198274,198274
198275,198275,198275,120033
198323,198323,530289,530289
198382,198382,198382,130017
198944,198944,198944,130644
198969,198969,198969,130673
198996,198996,198996,130703
199001,199001,620193,620193
199047,199047,620245,620245
199165,199165,199165,130874
199193,199193,620429,620429
199214,199214,199214,130918
199215,199215,620451,620451
199257,199257,620500,620500
199459,199459,620763,620763
199472,199472,199472,140209
199642,199642,620981,620981
199661,199661,621000,621000
199736,199736,621082,621082
199741,199741,199741,140525
199865,199865,199865,140662
199900,199900,621279,621279
200102,200102,621546,621546
200216,200216,200216,210146
200333,200333,621830,621830
200629,200629,200629,210630
200679,200679,200679,210685
200750,200750,200750,210769
200914,200914,120080,120080
200926,200926,120094,120094
201339,201339,130462,130462
201347,201347,130471,130471
201354,201354,201354,211416
201503,201503,130649,130649
201607,201607,130785,130785
201661,201661,130851,130851
201790,201790,201790,211888
201871,201871,201871,201871
201885,201885,140095,140095
201976,201976,201976,201976
201981,201981,201981,220080
202048,202048,140294,140294
202091,202091,140344,140344
202301,202301,140656,140656
202637,202637,202637,230379
203143,203143,203143,310278
203480,203480,210829,210829
203487,203487,210839,210839
203506,203506,203506,310869
203611,203611,210981,210981
203689,203689,203689,311143
203722,203722,203722,311232
203902,203902,211390,211390
204040,204040,211536,211536
204045,204045,211541,211541
204373,204373,213183,450051
204419,204419,204419,204419
204560,204560,220194,220194
204673,204673,204673,312521
204768,204768,204768,320054
204801,204801,230027,230027
205088,205088,230377,230377
205098,205098,230391,230391
205216,205216,205216,330174
205240,205240,230557,230557
205249,205249,230567,230567
205542,205542,205542,340157
205711,205711,205711,340339
205769,205769,205769,350002
205826,205826,205826,350068
205873,205873,205873,350111
205891,205891,205891,350129
206109,206109,206109,360148
206224,206224,311005,311005
206294,206294,206294,360331
206374,206374,206374,370061
206565,206565,206565,370216
206712,206712,311951,311951
207210,207210,207210,410024
207247,207247,320137,320137
207539,207539,207539,410380
207566,207566,207566,410411
207640,207640,207640,410486
207957,207957,340329,340329
208094,208094,208094,410922
208100,208100,208100,410925
208160,208160,208160,410982
208276,208276,360137,360137
208461,208461,208461,411302
208575,208575,208575,411440
208624,208624,370187,370187
208653,208653,208653,411528
208709,208709,370282,370282
208913,208913,208913,411788
209185,209185,410060,410060
209335,209335,410248,410248
209431,209431,410368,410368
209459,209459,410404,410404
209497,209497,410443,410443
209508,209508,410456,410456
209579,209579,410535,410535
209601,209601,209601,430306
209725,209725,209725,430459
210012,210012,210012,210012
210014,210014,210014,210014
210019,210019,210019,210019
210020,210020,210020,210020
210021,210021,210021,210021
210029,210029,210029,210029
210039,210039,210039,210039
210042,210042,210042,210042
210043,210043,210043,210043
210045,210045,210045,210045
210046,210046,210046,210046
210047,210047,210047,210047
210048,210048,210048,210048
210051,210051,210051,210051
210056,210056,210056,210056
210057,210057,210057,210057
210059,210059,210059,210059
210063,210063,210063,210063
210065,210065,210065,210065
210066,210066,210066,210066
210067,210067,210067,210067
210068,210068,210068,210068
210069,210069,210069,210069
210073,210073,210073,210073
210074,210074,210074,210074
210075,210075,210075,210075
210076,210076,210076,210076
210077,210077,210077,210077
210078,210078,210078,210078
210079,210079,210079,210079
210080,210080,210080,210080
210082,210082,210082,210082
210083,210083,210083,210083
210085,210085,210085,210085
210086,210086,210086,210086
210089,210089,210089,210089
210090,210090,210090,210090
210091,210091,210091,210091
210092,210092,210092,210092
210094,210094,210094,210094
210095,210095,210095,210095
210097,210097,210097,210097
210098,210098,210098,210098
210099,210099,210099,210099
210101,210101,210101,210101
210102,210102,210102,210102
210103,210103,210103,210103
210104,210104,210104,210104
210105,210105,210105,210105
210110,210110,210110,210110
210111,210111,210111,210111
210112,210112,210112,210112
210113,210113,210113,210113
210114,210114,210114,210114
210115,210115,210115,210115
210116,210116,210116,210116
210118,210118,210118,210118
210119,210119,210119,210119
210120,210120,210120,210120
210122,210122,210122,210122
210123,210123,210123,210123
210124,210124,210124,210124
210126,210126,210126,210126
210128,210128,210128,210128
210130,210130,210130,210130
210132,210132,210132,210132
210133,210133,210133,210133
210134,210134,210134,210134
210135,210135,210135,210135
210138,210138,210138,210138
210141,210141,210141,210141
210144,210144,210144,210144
210146,210146,210146,210146
210147,210147,210147,210147
210148,210148,210148,210148
210149,210149,210149,210149
210152,210152,210152,210152
210153,210153,210153,210153
210154,210154,210154,210154
210155,210155,210155,210155
210157,210157,210157,210157
210158,210158,210158,210158
210159,210159,210159,210159
210161,210161,210161,210161
210162,210162,210162,210162
210163,210163,210163,210163
210164,210164,210164,210164
210165,210165,210165,210165
210166,210166,210166,210166
210168,210168,210168,210168
210169,210169,210169,210169
210171,210171,210171,210171
210172,210172,210172,210172
210173,210173,210173,210173
210174,210174,210174,210174
210175,210175,210175,210175
210176,210176,210176,210176
210177,210177,210177,210177
210178,210178,210178,210178
210180,210180,210180,210180
210182,210182,210182,210182
210183,210183,210183,210183
210187,210187,210187,210187
210188,210188,210188,210188
210189,210189,210189,210189
210191,210191,210191,210191
210192,210192,210192,210192
210193,210193,210193,210193
210194,210194,210194,210194
210195,210195,210195,210195
210196,210196,210196,210196
210197,210197,210197,210197
210198,210198,210198,210198
210200,210200,210200,210200
210201,210201,210201,210201
210203,210203,210203,210203
210206,210206,210206,210206
210208,210208,210208,210208
210213,210213,210213,210213
210221,210221,210221,210221
210222,210222,210222,210222
210223,210223,210223,210223
210227,210227,210227,210227
210232,210232,210232,210232
210235,210235,210235,210235
210236,210236,210236,210236
210241,210241,210241,210241
210248,210248,210248,210248
210254,210254,210254,210254
210261,210261,210261,210261
210263,210263,210263,210263
210269,210269,210269,210269
210270,210270,210270,210270
210271,210271,210271,210271
210272,210272,210272,210272
210273,210273,210273,210273
210274,210274,210274,210274
210275,210275,210275,210275
210278,210278,210278,210278
210279,210279,210279,210279
210285,210285,210285,210285
210287,210287,210287,210287
210288,210288,210288,210288
210289,210289,210289,210289
210295,210295,210295,210295
210297,210297,210297,210297
210298,210298,210298,210298
210300,210300,210300,210300
210310,210310,210310,210310
210312,210312,210312,210312
210313,210313,210313,210313
210314,210314,210314,210314
210317,210317,210317,210317
210318,210318,210318,210318
210319,210319,210319,210319
210321,210321,210321,210321
210323,210323,210323,210323
210325,210325,210325,210325
210331,210331,210331,210331
210333,210333,210333,210333
210335,210335,210335,210335
210339,210339,210339,210339
210342,210342,210342,210342
210345,210345,210345,210345
210353,210353,210353,210353
210359,210359,210359,210359
210365,210365,210365,210365
210366,210366,210366,210366
210367,210367,210367,210367
210381,210381,210381,210381
210383,210383,210383,210383
210386,210386,210386,210386
210388,210388,210388,210388
210389,210389,210389,210389
210391,210391,210391,210391
210393,210393,210393,210393
210395,210395,210395,210395
210397,210397,210397,210397
210398,210398,210398,210398
210399,210399,210399,210399
210402,210402,210402,210402
210403,210403,210403,210403
210409,210409,210409,210409
210411,210411,210411,210411
210413,210413,210413,210413
210414,210414,210414,210414
210415,210415,210415,210415
210416,210416,210416,210416
210417,210417,210417,210417
210418,210418,210418,210418
210419,210419,210419,210419
210420,210420,210420,210420
210421,210421,210421,210421
210422,210422,210422,210422
210423,210423,210423,210423
210424,210424,210424,210424
210425,210425,210425,210425
210426,210426,210426,210426
210427,210427,210427,210427
210428,210428,210428,210428
210429,210429,210429,210429
210430,210430,210430,210430
210431,210431,210431,210431
210432,210432,210432,210432
210433,210433,210433,210433
210435,210435,210435,210435
210436,210436,210436,210436
210437,210437,210437,210437
210438,210438,210438,210438
210440,210440,210440,210440
210442,210442,210442,210442
210445,210445,210445,210445
210447,210447,210447,210447
210451,210451,210451,210451
210452,210452,210452,210452
210453,210453,210453,210453
210454,210454,210454,210454
210456,210456,210456,210456
210457,210457,210457,210457
210458,210458,210458,210458
210459,210459,210459,210459
210460,210460,210460,210460
210461,210461,210461,210461
210462,210462,210462,210462
210463,210463,210463,210463
210464,210464,210464,210464
210465,210465,210465,210465
210467,210467,210467,210467
210468,210468,210468,210468
210470,210470,210470,210470
210473,210473,210473,210473
210477,210477,210477,210477
210478,210478,210478,210478
210480,210480,210480,210480
210481,210481,210481,210481
210485,210485,210485,210485
210487,210487,210487,210487
210488,210488,210488,210488
210489,210489,210489,210489
210493,210493,210493,210493
210497,210497,210497,210497
210498,210498,210498,210498
210500,210500,210500,210500
210501,210501,210501,210501
210503,210503,210503,210503
210507,210507,210507,210507
210509,210509,210509,210509
210535,210535,210535,210535
210538,210538,210538,210538
210540,210540,210540,210540
210543,210543,210543,210543
210545,210545,210545,210545
210546,210546,210546,440346
210547,210547,210547,210547
210549,210549,210549,210549
210550,210550,210550,210550
210553,210553,210553,210553
210554,210554,210554,210554
210574,210574,210574,210574
210575,210575,210575,210575
210576,210576,210576,210576
210584,210584,210584,210584
210585,210585,210585,210585
210588,210588,210588,210588
210591,210591,210591,210591
210594,210594,210594,210594
210596,210596,210596,210596
210597,210597,210597,210597
210598,210598,210598,210598
210599,210599,210599,210599
210600,210600,210600,210600
210602,210602,210602,210602
210603,210603,210603,210603
210604,210604,210604,210604
210606,210606,210606,210606
210608,210608,210608,210608
210609,210609,210609,210609
210610,210610,210610,210610
210611,210611,210611,210611
210612,210612,210612,210612
210613,210613,210613,210613
210616,210616,210616,210616
210617,210617,210617,210617
210618,210618,210618,210618
210619,210619,210619,210619
210620,210620,210620,210620
210621,210621,210621,210621
210622,210622,210622,210622
210623,210623,210623,210623
210624,210624,210624,210624
210625,210625,210625,210625
210626,210626,210626,210626
210627,210627,210627,210627
210628,210628,210628,210628
210629,210629,210629,210629
210630,210630,210630,210630
210633,210633,210633,210633
210634,210634,210634,210634
210635,210635,210635,210635
210636,210636,210636,210636
210637,210637,210637,210637
210638,210638,210638,210638
210639,210639,210639,210639
210641,210641,210641,210641
210642,210642,210642,210642
210644,210644,210644,210644
210645,210645,210645,210645
210647,210647,210647,210647
210648,210648,210648,210648
210649,210649,210649,210649
210650,210650,210650,210650
210651,210651,210651,210651
210653,210653,210653,210653
210654,210654,210654,210654
210655,210655,210655,210655
210656,210656,210656,210656
210657,210657,210657,210657
210658,210658,210658,210658
210659,210659,210659,210659
210660,210660,210660,210660
210661,210661,210661,210661
210663,210663,210663,210663
210664,210664,210664,210664
210667,210667,210667,210667
210669,210669,210669,210669
210673,210673,210673,210673
210674,210674,210674,210674
210675,210675,210675,210675
210676,210676,210676,210676
210681,210681,210681,210681
210684,210684,210684,210684
210685,210685,210685,210685
210686,210686,210686,210686
210688,210688,210688,210688
210691,210691,210691,210691
210698,210698,210698,210698
210700,210700,210700,210700
210703,210703,210703,210703
210712,210712,210712,210712
210713,210713,210713,210713
210725,210725,210725,210725
210726,210726,210726,210726
210727,210727,210727,210727
210728,210728,210728,210728
210730,210730,210730,210730
210731,210731,210731,210731
210733,210733,210733,210733
210734,210734,210734,210734
210735,210735,210735,210735
210736,210736,210736,210736
210738,210738,210738,210738
210739,210739,210739,210739
210741,210741,210741,210741
210742,210742,210742,210742
210743,210743,210743,210743
210745,210745,210745,210745
210747,210747,210747,210747
210748,210748,210748,210748
210749,210749,210749,210749
210750,210750,210750,210750
210751,210751,210751,210751
210752,210752,210752,210752
210753,210753,210753,210753
210754,210754,210754,210754
210755,210755,210755,210755
210756,210756,210756,210756
210757,210757,210757,210757
210758,210758,210758,210758
210760,210760,210760,210760
210761,210761,210761,210761
210763,210763,210763,210763
210764,210764,210764,210764
210766,210766,210766,210766
210767,210767,210767,210767
210768,210768,210768,210768
210770,210770,210770,210770
210773,210773,210773,210773
210775,210775,210775,210775
210776,210776,210776,210776
210778,210778,210778,210778
210779,210779,210779,210779
210780,210780,210780,210780
210781,210781,210781,210781
210782,210782,210782,210782
210785,210785,210785,210785
210786,210786,210786,210786
210789,210789,210789,210789
210794,210794,210794,210794
210795,210795,210795,210795
210797,210797,210797,210797
210799,210799,210799,210799
210800,210800,210800,210800
210801,210801,210801,210801
210806,210806,210806,210806
210809,210809,210809,210809
210810,210810,210810,210810
210813,210813,210813,210813
210814,210814,210814,210814
210816,210816,210816,210816
210817,210817,210817,210817
210819,210819,210819,210819
210821,210821,210821,210821
210822,210822,210822,210822
210824,210824,210824,210824
210825,210825,210825,210825
210827,210827,210827,210827
210829,210829,210829,210829
210830,210830,210830,210830
210834,210834,210834,210834
210835,210835,210835,210835
210836,210836,210836,210836
210839,210839,210839,210839
210840,210840,210840,210840
210841,210841,210841,210841
210843,210843,210843,210843
210844,210844,210844,210844
210845,210845,210845,210845
210846,210846,210846,210846
210847,210847,210847,210847
210848,210848,210848,210848
210849,210849,210849,210849
210851,210851,210851,210851
210854,210854,210854,210854
210855,210855,210855,210855
210856,210856,210856,210856
210857,210857,210857,210857
210858,210858,210858,210858
210859,210859,210859,210859
210860,210860,210860,210860
210862,210862,210862,210862
210863,210863,210863,210863
210864,210864,210864,210864
210865,210865,210865,210865
210866,210866,210866,210866
210867,210867,210867,210867
210871,210871,210871,210871
210873,210873,210873,210873
210878,210878,210878,210878
210879,210879,210879,210879
210881,210881,210881,210881
210882,210882,210882,210882
210883,210883,210883,210883
210884,210884,210884,210884
210886,210886,210886,210886
210887,210887,210887,210887
210888,210888,210888,210888
210889,210889,210889,210889
210890,210890,210890,210890
210894,210894,210894,210894
210899,210899,210899,210899
210901,210901,210901,210901
210902,210902,210902,210902
210903,210903,210903,210903
210905,210905,210905,210905
210906,210906,210906,210906
210908,210908,210908,210908
210909,210909,210909,210909
210911,210911,210911,210911
210912,210912,210912,210912
210913,210913,210913,210913
210916,210916,210916,210916
210917,210917,210917,210917
210918,210918,210918,210918
210919,210919,210919,210919
210920,210920,210920,210920
210921,210921,210921,210921
210923,210923,210923,210923
210924,210924,210924,210924
210925,210925,210925,210925
210927,210927,210927,210927
210928,210928,210928,210928
210929,210929,210929,210929
210930,210930,210930,210930
210932,210932,210932,210932
210933,210933,210933,210933
210934,210934,210934,210934
210936,210936,210936,210936
210937,210937,210937,210937
210939,210939,210939,210939
210940,210940,210940,210940
210941,210941,210941,210941
210942,210942,210942,210942
210946,210946,210946,210946
210947,210947,210947,210947
210948,210948,210948,210948
210949,210949,210949,210949
210951,210951,210951,210951
210952,210952,210952,210952
210954,210954,210954,210954
210955,210955,210955,210955
210956,210956,210956,210956
210964,210964,210964,210964
210966,210966,210966,210966
210970,210970,210970,210970
210971,210971,210971,210971
210974,210974,210974,210974
210975,210975,210975,210975
210977,210977,210977,210977
210978,210978,210978,210978
210980,210980,210980,210980
210981,210981,210981,210981
210982,210982,210982,210982
210993,210993,210993,210993
210994,210994,210994,210994
210995,210995,210995,210995
210998,210998,210998,210998
211009,211009,211009,211009
211010,211010,211010,211010
211011,211011,211011,211011
211015,211015,211015,211015
211016,211016,211016,211016
211019,211019,211019,211019
211023,211023,211023,211023
211025,211025,211025,211025
211026,211026,211026,211026
211027,211027,211027,211027
211028,211028,211028,211028
211029,211029,211029,211029
211031,211031,211031,211031
211032,211032,211032,211032
211033,211033,211033,211033
211034,211034,211034,211034
211035,211035,211035,211035
211039,211039,211039,211039
211041,211041,211041,211041
211042,211042,211042,211042
211044,211044,211044,211044
211047,211047,211047,211047
211049,211049,211049,211049
211051,211051,211051,211051
211052,211052,211052,211052
211053,211053,211053,211053
211055,211055,211055,211055
211056,211056,211056,211056
211058,211058,211058,211058
211059,211059,211059,211059
211060,211060,211060,211060
211061,211061,211061,211061
211062,211062,211062,211062
211063,211063,211063,211063
211064,211064,211064,211064
211065,211065,211065,211065
211066,211066,411433,411433
211068,211068,211068,211068
211070,211070,211070,211070
211071,211071,211071,211071
211072,211072,211072,211072
211073,211073,211073,211073
211077,211077,211077,211077
211078,211078,211078,211078
211080,211080,211080,211080
211082,211082,211082,211082
211083,211083,211083,211083
211087,211087,211087,211087
211090,211090,211090,211090
211091,211091,211091,211091
211092,211092,211092,211092
211093,211093,211093,211093
211095,211095,211095,211095
211097,211097,211097,211097
211099,211099,211099,211099
211104,211104,211104,211104
211106,211106,211106,211106
211109,211109,211109,211109
211112,211112,211112,211112
211114,211114,211114,211114
211120,211120,211120,211120
211121,211121,211121,211121
211127,211127,211127,211127
211131,211131,211131,211131
211140,211140,211140,211140
211156,211156,211156,211156
211159,211159,211159,211159
211161,211161,211161,211161
211169,211169,211169,211169
211180,211180,211180,211180
211181,211181,211181,211181
211183,211183,211183,211183
211184,211184,211184,211184
211185,211185,211185,211185
211186,211186,211186,211186
211187,211187,211187,211187
211189,211189,211189,211189
211190,211190,211190,211190
211191,211191,211191,211191
211192,211192,211192,211192
211193,211193,211193,211193
211195,211195,211195,211195
211196,211196,211196,211196
211197,211197,211197,211197
211198,211198,211198,211198
211199,211199,211199,211199
211200,211200,211200,211200
211201,211201,211201,211201
211202,211202,211202,211202
211205,211205,211205,211205
211206,211206,211206,211206
211207,211207,211207,211207
211208,211208,211208,211208
211209,211209,211209,211209
211210,211210,211210,211210
211211,211211,211211,211211
211212,211212,211212,211212
211213,211213,211213,211213
211215,211215,211215,211215
211217,211217,211217,211217
211218,211218,211218,211218
211219,211219,211219,211219
211220,211220,211220,211220
211222,211222,211222,211222
211223,211223,211223,211223
211224,211224,211224,211224
211227,211227,211227,211227
211229,211229,211229,211229
211230,211230,211230,211230
211231,211231,211231,211231
211232,211232,211232,211232
211233,211233,211233,211233
211234,211234,211234,211234
211236,211236,211236,211236
211239,211239,211239,211239
211241,211241,211241,211241
211242,211242,411509,411509
211244,211244,211244,211244
211247,211247,211247,211247
211248,211248,211248,211248
211249,211249,211249,211249
211250,211250,211250,211250
211254,211254,211254,211254
211258,211258,211258,211258
211259,211259,211259,211259
211260,211260,211260,211260
211267,211267,211267,211267
211271,211271,211271,211271
211272,211272,211272,211272
211277,211277,211277,211277
211279,211279,211279,211279
211281,211281,211281,211281
211282,211282,211282,211282
211288,211288,211288,211288
211292,211292,211292,211292
211293,211293,211293,211293
211294,211294,211294,211294
211298,211298,211298,211298
211300,211300,211300,211300
211301,211301,211301,211301
211308,211308,211308,211308
211312,211312,211312,211312
211314,211314,211314,211314
211315,211315,211315,211315
211316,211316,211316,211316
211317,211317,211317,211317
211318,211318,211318,211318
211319,211319,211319,211319
211321,211321,211321,211321
211324,211324,211324,211324
211325,211325,211325,211325
211326,211326,211326,211326
211332,211332,211332,211332
211333,211333,211333,211333
211334,211334,211334,211334
211335,211335,211335,211335
211337,211337,211337,211337
211338,211338,211338,211338
211339,211339,211339,211339
211341,211341,211341,211341
211342,211342,211342,211342
211345,211345,211345,211345
211349,211349,411547,411547
211350,211350,211350,211350
211353,211353,211353,211353
211354,211354,211354,211354
211355,211355,211355,211355
211356,211356,211356,211356
211357,211357,211357,211357
211358,211358,211358,211358
211359,211359,211359,211359
211361,211361,211361,211361
211362,211362,211362,211362
211363,211363,211363,211363
211365,211365,211365,211365
211366,211366,211366,211366
211367,211367,211367,211367
211368,211368,211368,211368
211369,211369,211369,211369
211371,211371,211371,211371
211372,211372,211372,211372
211373,211373,211373,211373
211374,211374,211374,211374
211375,211375,211375,211375
211376,211376,211376,211376
211377,211377,211377,211377
211379,211379,211379,211379
211380,211380,211380,211380
211381,211381,211381,211381
211383,211383,211383,211383
211384,211384,211384,211384
211386,211386,211386,211386
211387,211387,211387,211387
211388,211388,211388,211388
211389,211389,211389,211389
211390,211390,211390,211390
211391,211391,211391,211391
211392,211392,211392,211392
211393,211393,211393,211393
211394,211394,211394,211394
211395,211395,211395,211395
211396,211396,211396,211396
211397,211397,211397,211397
211398,211398,211398,211398
211399,211399,211399,211399
211400,211400,211400,211400
211401,211401,211401,211401
211402,211402,211402,211402
211403,211403,211403,211403
211404,211404,211404,211404
211406,211406,211406,211406
211407,211407,211407,211407
211409,211409,211409,211409
211410,211410,211410,211410
211412,211412,211412,211412
211413,211413,211413,211413
211414,211414,211414,211414
211415,211415,211415,211415
211416,211416,211416,211416
211418,211418,211418,211418
211419,211419,211419,211419
211420,211420,211420,211420
211422,211422,211422,211422
211423,211423,211423,211423
211425,211425,211425,211425
211426,211426,211426,211426
211427,211427,211427,211427
211429,211429,211429,211429
211430,211430,211430,211430
211431,211431,211431,211431
211432,211432,211432,211432
211433,211433,211433,211433
211434,211434,211434,211434
211435,211435,211435,211435
211436,211436,211436,211436
211437,211437,211437,211437
